match,n,i,target
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,78,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,116,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
True,136,100,8
